model_name,target_image_name,model_source,image_labels
ensemble_model,watson-nlp_ensemble_model:latest,models/ensemble_model,com.ibm.watson.embed.watson_library=watson_nlp;com.ibm.watson.embed.library_version=2.10.1;com.ibm.watson.embed.module_guid=8f9e9fb0-1d62-423a-b393-04a69cf9083a;com.ibm.watson.embed.module_class=watson_nlp.workflows.classification.ensemble.Ensemble;com.ibm.watson.embed.created=2022-11-15 17:04:29.910775
